617,618,619,620,617,618,619,620,0,0,589,0,589,0,0,67,1127,0,687,688,688,689,0,1127,0,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,586,348,348,1154,348,348,348,348,
674,675,676,677,674,675,676,677,0,0,646,589,646,0,0,67,1127,0,744,745,745,746,0,1127,0,0,0,0,0,0,536,0,348,348,348,536,348,348,348,348,348,348,643,348,348,1098,348,1195,348,348,
457,457,457,457,0,0,0,0,0,0,0,646,0,0,0,67,1127,0,744,685,686,746,0,1127,0,0,588,0,0,0,0,0,0,588,0,0,0,586,0,0,0,0,0,0,0,1155,0,0,0,0,
457,457,457,457,0,0,0,0,0,0,0,0,0,623,589,67,1127,0,744,742,743,746,0,1127,0,0,645,0,0,650,0,0,0,645,0,0,0,643,650,0,0,0,0,536,0,0,0,0,0,0,
617,618,619,620,617,618,619,620,0,0,0,0,589,589,646,67,1127,0,801,802,802,803,0,1127,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
674,675,676,677,674,675,676,677,0,0,0,0,646,646,0,67,1127,0,0,0,0,0,0,1127,0,0,0,645,0,0,0,650,0,0,0,588,0,0,0,0,0,594,0,0,1196,0,0,1196,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,1125,1070,1070,1070,1070,1070,1070,1126,0,0,0,0,0,0,0,0,0,0,0,645,0,0,1195,0,0,651,0,0,0,0,0,0,0,0,
0,0,0,0,472,475,0,68,11,125,589,0,646,623,0,0,0,0,0,0,0,587,0,0,587,0,0,0,586,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,
0,0,0,0,0,0,0,594,0,0,646,0,0,0,0,587,0,587,0,587,0,644,0,0,644,0,0,0,643,0,0,588,0,1098,0,0,0,536,0,0,650,0,0,0,0,0,0,0,0,0,
541,0,0,0,597,0,0,651,0,0,0,0,0,0,0,644,587,644,0,644,287,0,587,0,0,0,650,0,0,0,0,645,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,
598,655,0,0,0,0,0,0,0,1369,0,0,0,0,0,0,644,0,0,587,287,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,813,813,813,813,813,813,813,813,813,813,813,813,813,813,
0,0,0,536,0,0,0,0,1218,1219,0,623,0,0,0,0,0,0,587,644,0,0,587,0,0,0,0,0,650,0,0,0,0,0,0,0,813,869,869,869,869,869,869,869,869,869,869,869,869,872,
0,0,0,0,0,597,0,1218,1275,1276,1219,0,0,621,0,0,0,0,644,644,0,0,644,0,0,0,0,0,533,533,533,533,533,533,533,533,813,345,346,347,0,0,1394,0,0,0,0,0,0,0,
286,597,286,1252,286,286,536,1275,1332,1333,1276,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,402,403,404,0,1218,1223,1223,1223,1223,1219,0,597,597,
586,586,586,586,586,586,586,1332,103,103,1333,586,586,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,459,460,461,1218,1275,1337,1337,1337,1337,1276,1219,0,0,
643,643,643,643,643,643,643,1371,1371,1371,1371,643,643,643,0,0,1023,1080,4,4,5,533,533,533,533,533,527,0,0,0,0,0,0,0,0,0,813,687,688,689,1275,1332,222,513,513,222,1333,1276,1036,1036,
527,527,527,527,516,517,518,1371,375,376,1371,345,346,347,7,7,533,60,1368,61,62,533,3,4,5,533,527,0,0,0,0,0,0,0,0,0,813,744,403,746,1332,627,279,106,106,279,1388,1333,0,0,
584,584,584,584,573,574,575,752,753,753,754,402,403,404,64,64,533,60,61,61,62,533,60,1368,62,533,527,0,0,0,0,0,0,0,0,0,813,801,802,803,1272,162,336,106,106,336,162,1274,0,0,
641,641,641,641,630,631,632,809,810,810,811,459,460,461,64,64,533,60,61,61,61,4,61,61,62,533,527,0,0,0,0,0,0,0,0,0,813,516,514,515,1272,219,0,0,0,513,219,1274,0,0,
527,527,527,527,527,527,527,866,867,867,868,527,527,527,64,64,533,60,1366,1423,61,61,61,61,62,533,527,0,0,0,0,0,0,0,0,0,870,630,571,572,1329,1330,1330,322,323,1330,1330,1331,0,0,
21,7,7,7,7,7,7,7,7,7,7,7,7,7,64,64,533,60,61,61,61,61,61,61,119,533,527,0,0,0,0,0,0,0,0,458,351,0,0,0,0,0,1036,1036,1036,0,0,0,0,0,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,533,60,61,61,61,61,1368,62,533,533,527,0,0,0,0,0,0,0,0,458,694,0,0,0,0,0,1036,1036,1036,0,0,850,851,850,
687,688,689,345,346,347,687,688,689,345,346,347,687,688,689,533,3,61,61,61,61,61,61,61,4,5,527,0,0,0,0,0,0,0,0,458,287,0,0,0,0,0,1036,1036,1036,0,540,0,671,670,
744,745,746,402,403,404,744,745,746,402,403,404,744,745,746,533,60,1368,61,61,1368,61,61,1423,61,62,527,0,0,0,0,0,0,0,0,301,813,813,813,813,813,813,813,813,813,813,813,813,813,813,
801,802,803,459,460,461,801,802,803,459,460,461,801,802,803,533,117,118,118,118,118,118,118,118,118,119,527,527,527,527,527,527,527,527,527,527,870,869,869,869,869,869,869,869,869,869,869,869,869,872
