916,6,6,63,916,63,6,6,916,67,67,67,67,63,67,67,67,63,916,63,67,67,6,63,6,6,6,63,6,916,63,6,67,6,67,63,6,916,916,67,67,916,63,6,63,
63,6,916,916,6,63,6,916,67,6,916,67,67,916,63,916,6,67,63,916,916,67,63,6,916,67,916,67,6,63,67,6,67,63,63,916,63,6,63,916,6,63,67,67,916,
916,916,67,916,63,67,67,63,67,63,63,916,916,6,6,916,916,67,6,916,916,67,63,67,916,916,67,916,63,6,63,67,67,6,63,6,63,6,6,67,6,63,63,67,67,
67,916,67,6,916,63,67,6,63,63,63,67,916,63,916,916,67,6,6,63,63,916,916,916,6,916,916,6,63,67,6,6,67,6,67,67,63,67,6,67,6,6,63,67,63,
916,67,6,6,6,916,6,63,916,916,916,6,67,916,6,916,63,67,67,916,916,916,67,916,916,63,916,63,67,67,6,6,6,67,916,6,6,67,916,916,916,63,63,63,63,
67,67,63,63,67,63,916,916,578,63,63,63,63,67,67,6,916,6,67,916,63,916,63,916,63,6,916,67,6,916,6,67,6,916,67,67,6,6,6,6,916,63,67,67,916,
63,67,916,63,63,916,6,916,67,916,63,6,916,67,63,63,916,63,67,916,6,63,63,916,63,6,63,67,67,63,67,67,67,6,916,67,6,67,916,63,63,63,916,67,63,
63,67,916,63,916,63,916,67,63,916,63,916,67,916,67,63,916,916,63,67,63,67,6,63,916,67,6,67,6,67,1273,1273,1273,1273,1273,916,6,916,916,6,63,63,67,63,6,
63,63,63,916,6,916,916,6,67,63,6,67,6,63,63,63,63,63,63,6,63,63,67,63,63,6,6,916,63,67,1273,1273,1273,1273,1273,916,67,6,6,6,916,67,916,67,67,
63,6,63,6,6,63,916,67,63,6,916,6,6,916,63,63,916,916,6,916,63,916,6,916,67,916,6,63,6,63,1273,1273,1273,1273,1273,916,6,67,67,63,63,63,6,916,6,
67,63,916,6,916,916,916,916,916,916,6,63,6,67,63,6,916,916,916,63,63,916,916,67,6,6,916,63,916,916,1273,1273,1273,1273,1273,6,63,6,63,6,63,63,6,916,916,
63,67,916,67,67,6,6,6,6,916,67,67,916,6,67,67,63,916,63,67,6,67,67,6,6,916,6,916,67,6,63,63,6,6,63,63,916,6,67,67,6,6,67,916,67,
6,916,67,67,6,6,67,67,67,67,67,67,63,67,6,916,916,6,63,67,67,63,6,916,916,916,67,6,6,6,6,6,63,916,67,6,67,916,916,63,6,916,63,67,67,
63,916,63,6,916,67,6,916,63,916,63,67,63,916,67,67,63,6,63,67,6,67,916,67,916,63,63,916,63,916,67,916,63,916,6,63,6,67,916,63,67,916,67,6,67,
916,63,6,916,1531,1531,1531,1531,67,63,6,63,67,916,916,67,916,67,63,67,6,63,916,67,67,916,6,67,916,67,67,63,6,6,916,67,6,63,916,67,6,6,6,6,67,
67,67,6,6,1531,1531,1531,1531,6,916,63,63,67,6,916,67,6,63,916,6,63,6,916,63,916,916,67,67,63,6,63,6,6,67,6,916,916,63,67,67,6,916,63,916,916,
6,67,63,916,1531,1531,1531,1531,6,67,916,6,67,63,916,6,67,63,916,67,63,916,67,6,6,67,67,63,916,63,67,67,916,6,916,916,6,916,67,67,6,63,916,916,916,
67,6,916,6,63,67,67,6,63,6,63,67,916,63,6,63,63,916,63,916,63,63,67,63,63,63,67,63,63,67,63,63,67,67,6,6,63,63,6,67,63,6,67,63,916,
67,6,63,67,6,67,6,6,67,916,6,67,916,6,6,6,916,6,916,916,6,6,916,916,916,63,6,916,63,6,63,63,67,63,916,6,67,916,63,916,6,63,63,63,6,
916,6,63,67,6,63,6,916,67,67,67,67,63,916,63,63,6,63,67,916,6,67,67,6,67,67,916,63,63,63,63,67,916,6,916,6,63,63,916,6,6,916,67,6,6,
916,916,6,916,63,63,6,63,916,6,916,6,67,6,6,916,63,63,6,6,6,67,67,6,916,67,67,6,63,63,6,63,67,6,67,916,6,916,916,63,916,916,916,67,63,
6,6,63,63,63,6,63,916,67,67,916,67,916,916,6,63,916,6,63,916,916,63,6,63,916,6,63,63,67,6,916,916,916,916,67,916,67,916,6,63,67,63,63,63,916,
6,63,6,67,916,6,916,67,916,67,67,916,6,67,6,67,63,6,63,67,67,63,63,67,63,6,6,916,67,6,6,63,6,916,916,916,67,63,6,916,6,67,916,916,67,
916,67,6,916,63,63,63,67,63,63,67,6,6,67,67,67,63,67,67,67,6,63,916,916,63,67,916,6,63,6,916,67,6,916,916,6,63,6,916,6,6,63,6,6,6,
916,6,6,6,6,63,6,916,63,67,916,63,67,6,67,6,63,67,916,63,916,916,916,67,6,67,6,63,67,63,916,67,6,6,916,67,67,67,6,63,916,67,916,916,67
